"Dirección IP","Palabra clave","Modelo","Número de serie","Nivel de cartucho negro","Número de serie de cartucho negro","Páginas en carrito con el cartucho negro","Capacidad de cartucho negro","Cobertura de duración de cartucho negro","Último trabajo de cobertura de cartucho negro","Fecha de instalación de cartucho negro","Nivel de unidad de imágenes","Número de serie de la unidad de imagen","Capacidad de unidad de imágenes","Nivel de kit de mantenimiento","Capacidad de kit de mantenimiento","Estado de suministro"
"10.105.22.100 (UNSECURED CAESAR1)","Edificio C","Lexmark MX511de","70157GHH1T7WP","46","CAB25189007A","6363","20000","7","2","2025-12-18T18:30:57.000+00:00","46","CAB231812482","60000","81","200000","Aceptar"
"10.105.22.111 (SECURED CAESAR2)","Edificio C","Lexmark MX722adhe","7464126024DZ8","58","CAB25139108F","14820","55000","8","7","2026-06-22T06:00:00.000+00:00","82","CAB2535011EB","150000","80","225000","Aceptar"
"10.105.23.3 (SECURED CAESAR2)","Edificio C","Lexmark MX622adhe","701823840H7ZW","100","CAB252721574","336","25000","7","6","2026-09-17T16:55:46.000+00:00","94","CAB250277313","60000","57","200000","Aceptar"
"10.105.23.7 (SECURED CAESAR2)","Edificio C","Lexmark MX622adhe","701823840HDT4","73","CAB25272156B","4980","25000","9","8","2026-08-14T16:17:09.000+00:00","67","CAB25027738C","60000","54","200000","Aceptar"
"10.105.23.16 (UNSECURED CAESAR1)","Edificio C","Lexmark MX511de","70157GHH1TT4M","63","CAB250646475","10239","20000","3","2","2025-12-05T13:51:20.000+00:00","47","CAB23181251D","60000","49","200000","Aceptar"
"10.105.23.100 (SECURED CAESAR1)","Edificio C","Lexmark MX511de","70157GHH1TT0G","85","CAB250646964","1508","20000","6","4","2025-09-05T15:38:22.000+00:00","45","CAB2216134DC","60000","64","200000","Aceptar"
"10.105.23.128 (UNSECURED CAESAR2)","Edificio C","Lexmark MX722adhe","7464126024CTF","33","CAB222573A14","22682","55000","6","3","2025-09-10T18:39:03.000+00:00","55","CAD2117049EC","150000","68","225000","Aceptar"
"10.105.24.35 (SECURED CAESAR1)","Edificio C","Lexmark MX511de","70157GHH1TNN0","12","CAB230193390","13390","20000","5","62","2023-06-12T22:06:59.000+00:00","64","CAB212083AC3","60000","91","200000","Advertencia"
"10.105.24.60 (UNSECURED CAESAR1)","Edificio C","Lexmark MX511de","70157GHH1TKWC","77","CAB22091381C","3451","20000","5","11","2023-01-25T15:38:53.000+00:00","100","CAB24186789E","60000","100","200000","Aceptar"
"10.105.25.3 (SECURED CAESAR2)","Edificio C","Lexmark CX522ade","752924314T8RY","36","CAB251574850","2514","8500","4","4","2025-09-25T07:26:41.000+00:00","89","CAH24028059B","125000","89","125000","Aceptar"
"10.105.25.9 (SECURED CAESAR2)","Edificio C","Lexmark MX722adhe","746411202486B","77","CAB252802EB2","11141","55000","5","6","2026-07-15T05:00:00.000+00:00","46","CAB2420748F8","150000","100","225000","Aceptar"
"10.105.25.13 (SECURED CAESAR1)","Edificio C","Lexmark MX511de","70157GHH1TT2B","82","CAB25189002F","2594","20000","5","7","2025-12-15T16:07:43.000+00:00","47","CAB211624007","60000","86","200000","Aceptar"
"10.105.25.57 (SECURED CAESAR1)","Edificio C","Lexmark MX511de","70157GHH1TT3C","14","CAB1812849D9","16519","20000","4","4","2025-09-23T20:27:06.000+00:00","54","CAB221650C39","60000","86","200000","Aceptar"
"10.105.25.84 (SECURED CAESAR2)","Edificio C","Lexmark CX522ade","752910514BZ13","34","CAB251574800","2545","8500","5","7","2026-07-17T17:39:44.000+00:00","51","CAD210331BEE","125000","74","125000","Aceptar"
"10.105.25.85 (SECURED CAESAR2)","Edificio C","Lexmark MX522adhe","701714740TYM7","74","CAB24352126B","6065","25000","6","5","2026-03-04T20:56:48.000+00:00","43","CAD213217362","60000","85","200000","Aceptar"
"10.105.25.127 (SECURED CAESAR2)","Edificio C","Lexmark CX522ade","7529912142LF0","55","CAB25157482E","1784","8500","5","2","2026-04-08T17:17:06.000+00:00","33","CAD190760452","125000","71","125000","Advertencia"
"10.105.25.133 (SECURED CAESAR2)","Edificio C","Lexmark CX522ade","752910514BZ0Z","100","CAB251344C70","29","8500","3","5","2026-09-17T19:42:11.000+00:00","54","CAD210331C02","125000","66","125000","Aceptar"
"10.105.31.28 (SECURED CAESAR2)","Edificio A","Lexmark CX522ade","7529830140KNL","64","CAB25157483E","8982","8500","1","6","2026-05-04T16:48:30.000+00:00","70","CAD1820702C2","125000","69","125000","Aceptar"
"10.105.31.30 (SECURED CAESAR2)","Edificio A","Lexmark MX522adhe","701723640WH71","6","CAB213422EE3","14579","25000","7","7","2023-12-10T02:27:27.000+00:00","55","CAD22240239D","60000","89","200000","Advertencia"
"10.105.31.71 (SECURED CAESAR1)","Edificio A","Lexmark MX511de","70157GHH1TT0Z","44","CAB24292347C","11825","20000","4","5","2025-08-08T13:35:28.000+00:00","90","CAB2534917F2","60000","90","200000","Aceptar"
"10.105.31.89 (SECURED CAESAR2)","Edificio A","Lexmark MX622adhe","701823840H804","100","CAB2527215BC","3849","25000","3","5","2026-08-17T14:22:27.000+00:00","42","CAB242717DD6","60000","92","200000","Aceptar"
"10.105.31.115 (SECURED CAESAR2)","Edificio A","Lexmark MX722adhe","74641100245RV","100","CAB252802F00","2992","55000","7","6","2026-09-02T15:18:47.000+00:00","36","CAB242074905","150000","26","225000","Aceptar"
"10.105.31.140 (SECURED CAESAR1)","Edificio C","Lexmark MX511de","70157GHH1TNGF","4","CAB220625196","14606","20000","6","3","2022-07-25T15:40:51.000+00:00","69","CAB2207539F5","60000","92","200000","Advertencia"
"10.105.32.2 (SECURED CAESAR1)","Edificio A","Lexmark MX511de","70157GHH1TT4D","7","CAB250646397","17374","20000","5","21","2025-11-17T20:58:49.000+00:00","49","CAB2418700E3","60000","81","200000","Aceptar"
"10.105.32.67 (SECURED CAESAR2)","Edificio A","Lexmark MX722adhe","74649510235F0","28","CAB241446DBC","26219","55000","7","3","2026-05-01T01:50:52.000+00:00","34","CAB2504211FB","150000","81","225000","Aceptar"
"10.105.32.68 (SECURED CAESAR1)","Edificio A","Lexmark MX511de","70157GHH1TT5M","17","CAB22062527C","12000","20000","6","2","2022-08-27T04:15:41.000+00:00","74","CAB220753A9C","60000","94","200000","Advertencia"
"10.105.33.139 (UNSECURED CAESAR2)","Edificio A","Lexmark CX522ade","752910514BZ5Z","15","CAB24278789B","4958","8500","4","3","2025-04-11T16:35:00.000+00:00","87","CAD2103439FC","125000","89","125000","Aceptar"
"10.105.33.220 (SECURED CAESAR2)","Edificio A","Lexmark MX522adhe","701723640WK0T","100","CAB243521398","1176","25000","7","3","2026-04-17T21:36:53.000+00:00","58","CAD2223929F9","60000","89","200000","Aceptar"
"10.105.34.7 (SECURED CAESAR2)","Edificio A","Lexmark MX622adhe","701823840H83X","62","CAB250133389","19653","25000","2","7","2026-05-04T21:43:13.000+00:00","91","CAB250277510","60000","69","200000","Aceptar"
"10.105.34.22 (SECURED CAESAR2)","Edificio A","Lexmark MX722adhe","7464126024F19","100","CAB252802E18","4966","55000","4","6","2026-09-08T05:00:00.000+00:00","24","CAB250421283","150000","15","225000","Aceptar"
"10.105.34.33 (UNSECURED CAESAR1)","Edificio A","Lexmark MX511de","70157GHH1TP13","52","CAB24163182A","6613","20000","6","5","2025-01-08T21:58:27.000+00:00","52","CAB220754F58","60000","88","200000","Aceptar"
"10.105.34.57 (SECURED CAESAR2)","Edificio A","Lexmark MX522adhe","701714740TW5Y","15","CAB2134230BE","17121","25000","6","3","2023-08-09T21:17:55.000+00:00","55","CAD213162F79","60000","89","200000","Advertencia"
"10.105.34.79 (SECURED CAESAR2)","Edificio A","Lexmark MX522adhe","701723640WHVC","53","CAB233035560","9227","25000","6","2","2024-05-06T17:21:23.000+00:00","71","CAD222392A3D","60000","93","200000","Aceptar"
"10.105.34.240 (SECURED CAESAR1)","Edificio D","Lexmark MX511de","70157GHH1TT3K","49","CAB22062520B","9017","20000","5","3","2022-07-22T12:49:30.000+00:00","77","CAB220753B0A","60000","100","200000","Aceptar"
"10.105.35.3 (UNSECURED CAESAR1)","Edificio A","Lexmark MX511de","70157GHH1TT6H","79","CAB2611448D3","2317","20000","8","31","2026-08-31T22:43:36.000+00:00","3","CAB252271F79","60000","10","200000","Advertencia"
"10.105.35.155 (SECURED CAESAR1)","Edificio A","Lexmark MX511de","70157GHH1TT29","57","CAB241631A5B","7511","20000","5","5","2025-03-19T21:58:47.000+00:00","38","CAB2116947CB","60000","80","200000","Aceptar"
"10.105.38.2 (UNSECURED CAESAR2)","Agencia Los Proceres","Lexmark MX522adhe","701723640WH4C","24","CAB2312310DF","15905","20000","5","7","2023-09-25T23:00:53.000+00:00","59","CAD2224023E8","60000","89","200000","Aceptar"
"10.105.38.3 (INVALID_CREDENTIALS CAESAR2)","Edificio Los Proceres","Lexmark MX622adhe","701823840H801","100","CAB25272147D","117","25000","4","9","2026-07-31T19:14:50.000+00:00","33","CAD2224627FD","60000","86","200000","Aceptar"
"10.105.41.25 (SECURED CAESAR2)","Edificio Cucumacayan","Lexmark MX522adhe","701723640WH40","100","CAB250133306","531","25000","5","12","2026-05-12T05:00:00.000+00:00","82","CAD222402310","60000","100","200000","Aceptar"
"10.105.41.165 (UNSECURED CAESAR1)","Edificio Cucumacayan","Lexmark MX511de","70157GHH1T7T2","76","CAB253292D37","3380","20000","7","5","2026-05-12T11:34:06.000+00:00","29","CAS172860614","60000","83","200000","Aceptar"
"10.105.41.230 (UNSECURED CAESAR1)","Edificio Cucumacayan","Lexmark MX511de","70157GHH1TT0F","6","CAB26114491E","5128","20000","19","2","2026-09-10T22:14:02.000+00:00","33","CAB252262E9B","60000","52","200000","Advertencia"
"10.105.44.90 (SECURED CAESAR2)","Agencia Santa Elena","Lexmark MX722adhe","7464126024DV0","25","CAB221461A7B","33949","55000","7","3","2023-10-23T20:45:39.000+00:00","45","CAD2133098F5","150000","40","225000","Aceptar"
"10.105.44.179 (SECURED CAESAR2)","Agencia Santa Elena","Lexmark MX522adhe","7017826102YZD","28","CAB213422F90","16434","25000","5","1","2023-02-02T16:58:50.000+00:00","70","CAD2135670F2","60000","89","200000","Aceptar"
"10.105.51.3 (UNSECURED CAESAR2)","Walmart Santa Elena","Lexmark MX522adhe","701723640WH6L","57","CAB25272164B","8285","25000","11","27","2026-07-30T23:15:17.000+00:00","13","CAD212676E3E","60000","31","200000","Aceptar"
"10.105.51.20 (UNSECURED CAESAR1)","Walmart Escalon","Lexmark MX511de","70157GHH1T7NW","89","CAB2611445D1","928","20000","9","21","2026-09-12T23:35:10.000+00:00","91","CAB253510223","60000","90","200000","Aceptar"
"10.105.51.36 (UNSECURED CAESAR1)","Walmart Soyapango","Lexmark MX511de","70157GHH1T1Y2","7","CAB261144AE4","9947","20000","9","20","2026-08-26T23:38:14.000+00:00","28","CAB26091271F","60000","68","200000","Advertencia"
"10.105.51.56 (UNSECURED CAESAR2)","Walmart San Miguel","Lexmark MX522adhe","7017826102YYZ","52","CAB252721693","15074","25000","5","29","2026-06-27T16:38:35.000+00:00","46","CAD212676EC3","60000","68","200000","Aceptar"
"10.105.51.70 (UNSECURED CAESAR1)","Walmart Santa Ana","Lexmark MX511de","70157GHH1T7W9","76","CAB253292AB2","2305","20000","9","6","2026-08-31T17:11:06.000+00:00","100","CAB25351025B","60000","66","200000","Aceptar"
