"Dirección IP","Palabra clave","Modelo","Número de serie","Nivel de cartucho negro","Número de serie de cartucho negro","Páginas en carrito con el cartucho negro","Capacidad de cartucho negro","Cobertura de duración de cartucho negro","Último trabajo de cobertura de cartucho negro","Fecha de instalación de cartucho negro","Nivel de unidad de imágenes","Número de serie de la unidad de imagen","Capacidad de unidad de imágenes","Nivel de kit de mantenimiento","Capacidad de kit de mantenimiento","Estado de suministro"
"10.60.185.139 (UNSECURED CAESAR1_LITE)","CD San Juan","Lexmark MS811","40635C66065NK","70","CAB230763C5A","14086","45000","4","2","2023-10-31T15:27:57.000+00:00","76","CAB221990D63","100000","74","200000","Aceptar"
"10.60.185.206 (UNSECURED CAESAR1)","CD San Juan","Lexmark MX511de","70157GHH1TP1Z","25","CAB253292A9A","8232","20000","7","5","2026-06-09T13:20:30.000+00:00","36","CAB242223FB6","60000","55","200000","Aceptar"
"10.80.101.70 (UNSECURED CAESAR1)","Home Office","Lexmark MX711","7463479905ZVX","79","CAB243102E45","7264","45000","5","4","2025-05-21T20:17:55.000+00:00","48","CAB2331470C7","100000","39","200000","Aceptar"
"10.80.101.82 (UNSECURED CAESAR1)","Home Office","Lexmark MX711","74634C66010BL","25","CAB2308818F7","15214","45000","9","3","2024-07-31T22:00:47.000+00:00","52","CAB221990E03","100000","51","200000","Aceptar"
"10.80.105.38 (UNSECURED CAESAR1)","Home Office","Lexmark MX511de","70157GHH1TNGH","59","CAB24292374B","7298","20000","5","2","2024-06-28T23:37:02.000+00:00","81","CAB241870187","60000","100","200000","Aceptar"
"10.80.105.54 (UNSECURED CAESAR1)","Home Office","Lexmark MX711","74634C660108Z","78","CAB251411CC3","10929","45000","4","4","2025-12-11T14:35:58.000+00:00","52","CAB230383A6B","100000","26","200000","Aceptar"
"10.80.105.65 (UNSECURED CAESAR1)","Home Office","Lexmark MX711","74634C660167B","27","CAB250220F69","37136","45000","1","11","2026-05-06T16:21:10.000+00:00","31","CAB2502801C1","100000","71","200000","Aceptar"
"10.80.105.73 (UNSECURED CAESAR2)","Home Office","Lexmark MX722adhe","7464502128TD8","48","CAB250486E80","3349","11000","7","2","2025-07-15T22:31:46.000+00:00","100","CAB2505056F0","150000","100","225000","Aceptar"
"10.80.105.117 (UNSECURED CAESAR2)","Home Office","Lexmark CS521dn","502923903THCZ","","CAB220420457","8269","10500","4","13","2026-01-28T22:05:22.000+00:00","84","CAH2400507BF","125000","87","125000","Advertencia"
"10.80.105.119 (UNSECURED CAESAR1)","Home Office","Lexmark MX711","74634C66015XL","56","CAB1926040F1","14654","45000","6","2","2020-08-10T17:00:52.000+00:00","93","CAB223081DD5","100000","52","200000","Aceptar"
"10.80.106.33 (UNSECURED CAESAR1)","Home Office","Lexmark MX711","74634C66010BK","32","CAB253371687","9113","45000","13","2","2026-08-19T21:51:52.000+00:00","87","CAB25028016A","100000","100","200000","Aceptar"
"10.80.106.59 (UNSECURED CAESAR1)","Home Office","Lexmark MX711","74636C6600VFP","100","CAB25337161B","183","45000","3","2","2025-10-14T01:57:29.000+00:00","35","CAB220690AAA","100000","5","200000","Aceptar"
"10.81.5.31 (UNSECURED CAESAR1)","CD Apopa","Lexmark MX511de","70157GHH1KZ50","82","CAB2506463B2","2510","20000","5","2","2026-02-05T15:15:28.000+00:00","49","CAB22285500C","60000","75","200000","Aceptar"
"10.81.5.60 (UNSECURED CAESAR1)","CD Apopa","Lexmark MX511de","70155PHH0YGFK","28","CAB253292C6A","7569","20000","9","8","2026-09-02T14:45:41.000+00:00","41","CAB253501407","60000","47","200000","Aceptar"
"10.81.5.78 (UNSECURED CAESAR1)","CD Apopa","Lexmark MX511de","70157GHH1TT45","100","CAB253292DB9","1184","20000","6","9","2026-05-26T16:37:51.000+00:00","34","CAD201195ADB","60000","69","200000","Aceptar"
"10.81.5.130 (UNSECURED CAESAR1)","CD Apopa","Lexmark MX511de","70157GHH1RF3Y","54","CAB231563DC1","6021","20000","6","4","2017-12-06T13:14:23.000+00:00","85","CAB222854EA9","60000","69","200000","Aceptar"
"10.81.6.17 (UNSECURED CAESAR1_LITE)","CD Apopa","Lexmark MS811","40633699078WG","34","CAB241483D3B","21178","45000","7","3","2024-11-22T15:18:58.000+00:00","82","CAB2431750E0","100000","31","200000","Aceptar"
"10.81.6.226 (UNSECURED CAESAR1_LITE)","CD Apopa","Lexmark MS811","40638D6601K23","100","CAB253370F91","126","45000","6","4","2026-08-31T20:52:59.000+00:00","37","CAB1908027F8","100000","86","200000","Aceptar"
"10.81.7.59 (UNSECURED CAESAR1_LITE)","CD Apopa","Lexmark MS811","40637D6604WC4","88","CAB2533713D0","2811","45000","9","3","2026-06-11T17:27:56.000+00:00","27","CAB2023115AC","100000","44","200000","Aceptar"
"10.81.7.92 (UNSECURED CAESAR1)","CD Apopa","Lexmark MX711","7463369904NM4","14","CAB2502211A4","37978","45000","5","5","2025-11-07T21:12:06.000+00:00","26","CAB250280207","100000","39","200000","Aceptar"
"10.81.7.100 (SECURED CAESAR1_LITE)","CD Apopa","Lexmark MS811","40638D6601K80","100","CAB253371323","238","45000","1","10","2026-09-18T16:40:16.000+00:00","100","CAB2516202FE","100000","75","200000","Aceptar"
"10.81.7.118 (UNSECURED CAESAR1)","CD Apopa","Lexmark MX711","74634C66013T0","22","CAB212581946","25688","45000","6","3","2023-10-02T16:02:51.000+00:00","32","CAB20231181A","100000","80","200000","Aceptar"
"10.81.7.200 (UNSECURED CAESAR1)","CD Apopa","Lexmark MX511de","70155PHH0YGG6","24","CAB26114455E","7556","20000","8","10","2026-09-02T11:59:04.000+00:00","62","CAB253500491","60000","24","200000","Aceptar"
"10.81.21.17 (UNSECURED CAESAR1)","ICI APOPA","Lexmark MX711","7463479905ZY1","37","CAB2308818D5","19981","45000","6","2","2024-06-06T19:25:24.000+00:00","63","CAB230333DBC","100000","53","200000","Aceptar"
"10.81.21.18 (UNSECURED CAESAR1)","ICI APOPA","Lexmark MX711","74634C6601097","61","CAB250221069","13811","45000","6","5","2025-11-26T22:02:43.000+00:00","100","CAB2518350B2","100000","80","200000","Aceptar"
"10.81.21.30 (UNSECURED CAESAR1_LITE)","ICI APOPA","Lexmark MS811","40635C6600DXG","13","CAB25337169C","26116","45000","7","10","2019-04-15T15:43:57.000+00:00","90","CAB2516202D9","100000","82","200000","Aceptar"
"10.81.21.88 (UNSECURED CAESAR1_LITE)","ICI APOPA","Lexmark MS811","40635C6600Z71","20","CAB1908176EC","27508","45000","6","6","2019-06-14T01:08:30.000+00:00","92","CAB241860A0E","100000","82","200000","Aceptar"
"10.81.22.18 (UNSECURED CAESAR1_LITE)","ICI APOPA","Lexmark MS811","40636C6604PLL","87","CAB25337139A","6860","45000","4","3","2026-09-10T16:13:55.000+00:00","53","CAB25162029D","100000","100","200000","Aceptar"
"10.81.22.80 (UNSECURED CAESAR2)","ICI APOPA","Lexmark MS823dn","40649190169YX","70","CAB2214307CA","12812","55000","7","2","2023-04-12T18:08:37.000+00:00","85","CAD19122923A","150000","90","225000","Aceptar"
"10.81.22.152 (UNSECURED CAESAR2)","ICI APOPA","Lexmark MS823dn","4064919016B04","85","CAB251391174","6994","55000","7","4","2026-07-14T23:49:02.000+00:00","90","CAB242814F16","150000","93","225000","Aceptar"
"10.81.23.141 (UNSECURED CAESAR1_LITE)","ICI APOPA","Lexmark MS811","40638D6602MDT","21","CAB253370EF1","32994","45000","5","5","2026-07-31T16:18:45.000+00:00","88","CAB2516201E1","100000","45","200000","Aceptar"
"10.81.37.143 (UNSECURED CAESAR1)","HORTIFRUTI","Lexmark MX511de","70157GHH1RF76","71","CAB26162312D","4933","20000","5","4","2026-09-07T14:52:48.000+00:00","70","CAB2535014BB","60000","92","200000","Aceptar"
"10.81.38.211 (UNSECURED CAESAR1_LITE)","HORTIFRUTI","Lexmark MS811","40638D6602R6Y","26","CAB1905938EA","26030","25000","3","12","2018-08-29T03:20:53.000+00:00","100","CAB250711909","100000","52","200000","Aceptar"
"22.96.16.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Lourdes","Lexmark MS811","40638D66023BM","26","CAB232645CD6","20598","45000","7","6","2024-05-14T18:24:43.000+00:00","91","CAB2431750FF","100000","19","200000","Aceptar"
"22.96.16.146 (UNSECURED CAESAR1)","Despensa Familiar Lourdes","Lexmark MX511de","70157GHH1KFLC","2","CAB2506469B1","36873","20000","2","2","2025-11-05T19:23:40.000+00:00","6","CAB24186781E","60000","38","200000","Aceptar"
"22.96.24.122 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Escalon Norte","Lexmark MS811","40638D6602MB6","54","CAB243102DE3","55801","45000","1","2","2025-03-26T19:01:46.000+00:00","92","CAB25162018F","100000","79","200000","Aceptar"
"22.96.24.123 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Escalon Norte","Lexmark MS811","40635C6600G7X","34","CAB242156B0A","34735","45000","4","3","2025-08-08T21:23:16.000+00:00","28","CAB230333D19","100000","82","200000","Aceptar"
"22.96.24.146 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Escalon Norte","Lexmark MS811","406347990K64N","90","CAB21236381C","9975","45000","2","2","2025-08-08T21:19:19.000+00:00","20","CAB2117971BC","100000","67","200000","Aceptar"
"22.96.24.147 (UNSECURED CAESAR1)","Despensa de Don Juan Escalon Norte","Lexmark MX511de","70157GHH1HP59","87","CAB253292E89","1267","20000","7","8","2026-06-05T21:46:42.000+00:00","35","CAB2216133E4","60000","49","200000","Aceptar"
"22.96.24.148 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Escalon Norte","Lexmark MS811","40637D6604WF4","55","CAB251411CA6","15965","45000","6","2","2026-02-25T16:42:57.000+00:00","46","CAB241860BB6","100000","18","200000","Aceptar"
"22.96.32.122 (UNSECURED CAESAR1_LITE)","Walmart Soyapango Boulevard","Lexmark MS811","40638D6602RCK","26","CAB243102E1A","88009","45000","2","3","2025-03-28T21:55:45.000+00:00","41","CAB2431750C3","100000","60","200000","Aceptar"
"22.96.32.123 (UNSECURED CAESAR1_LITE)","Walmart Soyapango Boulevard","Lexmark MS811","406347990K6LB","38","CAB251411D01","37616","45000","2","2","2026-04-05T05:24:48.000+00:00","67","CAB2518350B7","100000","69","200000","Aceptar"
"22.96.32.146 (UNSECURED CAESAR1_LITE)","Walmart Soyapango Boulevard","Lexmark MS811","40635C6600F8C","9","CAB2502210C5","30121","45000","6","10","2025-11-12T17:31:06.000+00:00","28","CAB243175107","100000","48","200000","Aceptar"
"22.96.32.147 (UNSECURED CAESAR1)","Walmart Soyapango Boulevard","Lexmark MX511de","70157GHH1TT4C","36","CAB253292E4E","6458","20000","7","3","2026-06-11T21:43:18.000+00:00","70","CAB25227205C","60000","34","200000","Aceptar"
"22.96.32.148 (UNSECURED CAESAR1_LITE)","Walmart Soyapango Boulevard","Lexmark MS811","40638D6602394","37","CAB25337162B","19781","45000","6","12","2026-05-14T20:15:23.000+00:00","92","CAB253532630","100000","27","200000","Aceptar"
"22.96.32.160 (UNSECURED CAESAR1)","Walmart Soyapango Boulevard","Lexmark MX511de","70157GHH1T7WK","56","CAB2416417C2","7303","20000","5","2","2026-02-06T17:00:58.000+00:00","10","CAB220970875","60000","59","200000","Aceptar"
"22.96.40.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Mejicanos","Lexmark MS811","40638D6602RGN","40","CAB230763DD9","28953","45000","4","4","2023-07-31T19:38:44.000+00:00","81","CAB222221D41","100000","70","200000","Aceptar"
"22.96.40.147 (UNSECURED CAESAR1)","Despensa Familiar Mejicanos","Lexmark MX511de","70157GHH1HTXM","70","CAB253292E34","5878","20000","4","2","2026-07-21T17:32:16.000+00:00","44","CAB2418700AB","60000","70","200000","Aceptar"
"22.96.48.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Santa Ana Centro","Lexmark MS811","40637D6604WHX","44","CAB230763CF0","54970","45000","2","16","2017-08-19T10:45:11.000+00:00","45","CAB230383AE4","100000","8","200000","Aceptar"
"22.96.48.147 (UNSECURED CAESAR1)","Despensa Familiar Santa Ana Centro","Lexmark MX511de","70157GHH1RF50","100","CAB253292DDD","998","20000","6","7","2026-08-05T17:48:39.000+00:00","45","CAB24214688C","60000","66","200000","Aceptar"
"22.96.56.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Apopa","Lexmark MS811","40638D6602RG2","100","CAB253370F01","3554","45000","4","9","2026-06-26T20:45:49.000+00:00","58","CAB230383A8B","100000","37","200000","Aceptar"
"22.96.56.147 (UNSECURED CAESAR1)","Despensa Familiar Apopa","Lexmark MX511de","70157GHH1KFGB","66","CAB253292E37","7966","20000","3","2","2026-03-15T02:43:29.000+00:00","31","CAB24214688A","60000","8","200000","Aceptar"
"22.96.64.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar Santa Tecla","Lexmark MS811","40635C6600ZDM","35","CAB191704DE5","111597","45000","1","3","2018-12-27T10:20:46.000+00:00","18","CAB19304621E","100000","57","200000","Aceptar"
"22.96.64.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Santa Tecla","Lexmark MS811","40638D6602RM3","19","CAB24149010F","37291","45000","4","7","2024-09-30T18:06:02.000+00:00","6","CAB221990E05","100000","24","200000","Aceptar"
"22.96.64.147 (UNSECURED CAESAR1)","Despensa Familiar Santa Tecla","Lexmark MX511de","70157GHH1RF4T","16","CAB23065277C","13603","20000","6","2","2023-07-31T14:41:30.000+00:00","65","CAD20130328C","60000","100","200000","Aceptar"
"22.96.72.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Usulutan","Lexmark MS811","40637D6604WCF","84","CAB2414902B7","3929","45000","6","8","2022-07-02T19:05:54.000+00:00","100","CAB251835137","100000","100","200000","Aceptar"
"22.96.72.147 (UNSECURED CAESAR1)","Despensa Familiar Usulutan","Lexmark MX511de","70157GHH1HTWX","24","CAB24292360F","22069","20000","2","2","2025-06-10T17:04:07.000+00:00","28","CAB242146355","60000","94","200000","Aceptar"
"22.96.80.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Metapan","Lexmark MS811","40638D6602RLX","48","CAB241483EDF","37254","45000","2","2","2025-01-31T18:08:39.000+00:00","43","CAB233146FC9","100000","","200000","Aceptar"
"22.96.80.147 (UNSECURED CAESAR1)","Despensa Familiar Metapan","Lexmark MX511de","70156PHH16XB5","14","CAB250646889","10859","20000","6","6","2025-07-24T13:24:25.000+00:00","36","CAB2318120C2","60000","56","200000","Aceptar"
"22.96.88.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Zacatecoluca","Lexmark MS811","40636C6604PVR","56","CAB24149029C","39025","45000","2","6","2025-01-08T05:10:35.000+00:00","65","CAB2023115E2","100000","83","200000","Aceptar"
"22.96.88.147 (UNSECURED CAESAR1)","Despensa Familiar Zacatecoluca","Lexmark MX511de","70157GHH1KFPB","31","CAB2506469F0","8090","20000","7","2","2025-09-19T13:09:52.000+00:00","59","CAB24187004E","60000","36","200000","Aceptar"
"22.96.96.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Aguilares","Lexmark MS811","40637D6604WCR","100","CAB250220F72","3107","45000","3","6","2026-05-24T20:02:18.000+00:00","100","CAB230333E03","100000","86","200000","Aceptar"
"22.96.96.146 (UNSECURED CAESAR1_LITE)","Despensa Familiar Aguilares","Lexmark MS811","40637D6604WCZ","61","CAB202163C20","48565","45000","2","2","2021-08-12T18:50:20.000+00:00","46","CAB2023115D3","100000","59","200000","Aceptar"
"22.96.96.147 (UNSECURED CAESAR1)","Despensa Familiar Aguilares","Lexmark MX511de","70157GHH1RF4F","88","CAB253292E05","1071","20000","7","2","2026-08-11T20:57:45.000+00:00","29","CAB2318123CA","60000","44","200000","Aceptar"
"22.96.104.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar Ahuachapan","Lexmark MS811","40637D6604W6M","80","CAB25022115A","12050","45000","3","6","2026-05-14T19:43:47.000+00:00","86","CAB2516202B2","100000","38","200000","Aceptar"
"22.96.104.146 (UNSECURED CAESAR1_LITE)","Despensa Familiar Ahuachapan","Lexmark MS811","40638D6602RGX","45","CAB241490191","11900","45000","","7","2026-06-09T16:32:03.000+00:00","85","CAB230383B08","100000","14","200000","Aceptar"
"22.96.104.147 (UNSECURED CAESAR1)","Despensa Familiar Ahuachapan","Lexmark MX511de","70157GHH1KFP8","29","CAB242923760","11907","20000","5","10","2025-05-14T17:57:26.000+00:00","17","CAB222854F35","60000","87","200000","Aceptar"
"22.96.112.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar San Francisco Gotera","Lexmark MS811","40638D6601K7K","100","CAB251411CAE","2433","45000","1","2","2025-05-29T08:13:22.000+00:00","85","CAB2406154CF","100000","48","200000","Aceptar"
"22.96.112.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar San Francisco Gotera","Lexmark MS811","40638D6602RML","6","CAB212363748","61553","45000","3","7","2022-11-29T21:25:21.000+00:00","90","CAB2507111D2","100000","86","200000","Aceptar"
"22.96.112.146 (UNSECURED CAESAR1)","Despensa Familiar San Francisco Gotera","Lexmark MX511de","70157GHH1KFDP","14","CAB2416405B8","14974","20000","5","2","2024-08-29T20:16:05.000+00:00","4","CAB200373CD2","60000","30","200000","Aceptar"
"22.96.120.123 (UNSECURED CAESAR1)","Despensa Familiar La Union","Lexmark MX511de","70157GHH1RF4D","59","CAB2506462C0","10553","20000","3","2","2025-10-02T18:54:27.000+00:00","19","CAB2219236C5","60000","47","200000","Aceptar"
"22.96.120.146 (UNSECURED CAESAR1)","Despensa Familiar La Union","Lexmark MX511de","70157GHH1RF4C","5","CAB25064693C","18988","20000","4","2","2025-09-21T18:42:10.000+00:00","35","CAB242146387","60000","85","200000","Aceptar"
"22.96.128.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar San Miguel Centro","Lexmark MS811","40638D6602RD9","50","CAB2502211AA","27891","45000","4","3","2025-09-02T16:58:26.000+00:00","93","CAB2535326E6","100000","65","200000","Aceptar"
"22.96.128.147 (UNSECURED CAESAR1)","Despensa Familiar San Miguel Centro","Lexmark MX511de","70157GHH1HR3Y","39","CAB2229300E5","9964","20000","5","2","2023-04-30T18:22:10.000+00:00","9","CAB1916550F0","60000","65","200000","Aceptar"
"22.96.136.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Soyapango","Lexmark MS811","40638D6601K2R","85","CAB2502210F1","4809","45000","5","4","2025-08-15T17:08:00.000+00:00","87","CAB2418609DD","100000","84","200000","Aceptar"
"22.96.136.146 (UNSECURED CAESAR1)","Despensa Familiar Soyapango","Lexmark MX511de","70157GHH1TT2Z","34","CAB251890118","14362","20000","3","6","2026-01-26T18:40:47.000+00:00","93","CAB252262F97","60000","25","200000","Aceptar"
"22.96.144.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar San Martin","Lexmark MS811","40635C6600G8N","48","CAB242156AF7","30915","45000","4","7","2025-07-07T15:02:15.000+00:00","51","CAB241860B9E","100000","14","200000","Aceptar"
"22.96.144.147 (UNSECURED CAESAR1)","Despensa Familiar San Martin","Lexmark MX511de","70157GHH1KFN9","2","CAB2416318B0","21414","20000","5","2","2024-12-09T20:27:50.000+00:00","87","CAB252271F78","60000","44","200000","Aceptar"
"22.96.152.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar Santa Rosa de Lima","Lexmark MS811","406347990KD07","87","CAB241655813","13180","45000","1","2","2025-01-14T20:15:37.000+00:00","93","CAB2518350B5","100000","37","200000","Aceptar"
"22.96.152.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Santa Rosa de Lima","Lexmark MS811","40635C6600FHK","62","CAB241483F1A","18114","45000","4","2","2024-02-24T14:19:26.000+00:00","100","CAB251620212","100000","88","200000","Aceptar"
"22.96.152.147 (UNSECURED CAESAR1)","Despensa Familiar Santa Rosa de Lima","Lexmark MX511de","70157GHH1HV2X","50","CAB253292CB5","7785","20000","5","6","2026-03-24T19:55:03.000+00:00","80","CAB252262E64","60000","61","200000","Aceptar"
"22.96.160.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Quezaltepeque Centro","Lexmark MS811","40638D6602RD3","54","CAB2502210E4","22711","45000","4","11","2025-11-27T14:17:07.000+00:00","59","CAB2431750DB","100000","65","200000","Aceptar"
"22.96.160.147 (UNSECURED CAESAR1)","Despensa Familiar Quezaltepeque Centro","Lexmark MX511de","70157GHH1HTX5","53","CAB19206117A","9341","20000","4","3","2023-01-24T20:12:19.000+00:00","41","CAB1916551F2","60000","74","200000","Aceptar"
"22.96.168.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar Chalatenango","Lexmark MS811","40638D6602RH5","48","CAB230763C94","59047","45000","2","2","2023-10-03T18:12:52.000+00:00","16","CAS1819903B5","100000","7","200000","Aceptar"
"22.96.168.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Chalatenango","Lexmark MS811","40637D6604WF9","85","CAB253371387","7730","45000","4","2","2026-05-04T23:15:46.000+00:00","25","CAB230383A44","100000","56","200000","Aceptar"
"22.96.168.147 (UNSECURED CAESAR1)","Despensa Familiar Chalatenango","Lexmark MX511de","70155PHH0YGF7","19","CAB241631BD9","10939","20000","6","2","2024-05-09T21:56:29.000+00:00","57","CAB2318120C5","60000","80","200000","Aceptar"
"22.96.176.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Chalchuapa","Lexmark MS811","40638D6602RGT","84","CAB2533713B7","7824","45000","4","5","2026-06-13T19:19:11.000+00:00","21","CAB23314723C","100000","19","200000","Aceptar"
"22.96.176.147 (UNSECURED CAESAR1)","Despensa Familiar Chalchuapa","Lexmark MX511de","70157GHH1KFHV","30","CAB2335234CA","11837","20000","5","8","2024-06-25T19:29:33.000+00:00","23","CAB182211F0B","60000","52","200000","Aceptar"
"22.96.184.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar San Vicente","Lexmark MS811","40638D6601K82","52","CAB232645D25","27224","45000","3","6","2024-09-17T18:50:56.000+00:00","31","CAB1823552D0","100000","88","200000","Aceptar"
"22.96.184.147 (UNSECURED CAESAR1)","Despensa Familiar San Vicente","Lexmark MX511de","70156PHH1657V","41","CAB25064644B","17615","20000","2","7","2025-09-22T22:33:07.000+00:00","25","CAB2421463FF","60000","50","200000","Aceptar"
"22.96.192.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar Santa Ana Colon","Lexmark MS811","40635C6600DTP","49","CAB191704759","76283","45000","1","2","2020-07-25T18:42:21.000+00:00","100","CAB211797252","100000","67","200000","Aceptar"
"22.96.192.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Santa Ana Colon","Lexmark MS811","40635C6600DTC","100","CAB251411CF2","1096","45000","4","4","2026-08-15T13:34:25.000+00:00","81","CAB241860ABC","100000","15","200000","Aceptar"
"22.96.192.147 (UNSECURED CAESAR1)","Despensa Familiar Santa Ana Colon","Lexmark MX511de","70157GHH1H25M","6","CAB2416317F9","17239","20000","4","3","2025-03-27T17:42:26.000+00:00","51","CAB233525E38","60000","90","200000","Aceptar"
"22.96.208.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Sensuntepeque","Lexmark MS811","40635C6600T1Y","43","CAB241483DD5","36559","45000","3","2","2025-02-28T12:49:54.000+00:00","42","CAB233147048","100000","53","200000","Aceptar"
"22.96.208.147 (UNSECURED CAESAR1)","Despensa Familiar Sensuntepeque","Lexmark MX511de","70157GHH1HTZC","57","CAB242841DD5","6218","20000","6","8","2025-07-03T22:10:15.000+00:00","84","CAB250656858","60000","100","200000","Aceptar"
"22.96.216.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Puerto La Libertad","Lexmark MS811","40637D6604WBX","25","CAB241483E67","36555","45000","4","2","2024-12-21T11:40:56.000+00:00","100","CAB251620309","100000","67","200000","Aceptar"
"22.96.216.147 (UNSECURED CAESAR1)","Despensa Familiar Puerto La Libertad","Lexmark MX511de","70157GHH1RF58","100","CAB2611448A2","189","20000","6","2","2026-09-12T14:49:22.000+00:00","100","CAB253501445","60000","21","200000","Aceptar"
"22.96.232.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar Centro Libertad","Lexmark MS811","40638D6602MDG","71","CAD201186288","49169","45000","1","2","2023-06-12T05:16:45.000+00:00","72","CAB19120772C","100000","17","200000","Aceptar"
"22.96.232.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Centro Libertad","Lexmark MS811","40638D6602RDG","52","CAB242156A92","26504","45000","4","11","2025-06-09T18:36:08.000+00:00","80","CAB250305D31","100000","72","200000","Aceptar"
"22.96.232.147 (UNSECURED CAESAR1)","Despensa Familiar Centro Libertad","Lexmark MX511de","70156PHH17RMG","58","CAB2506464C4","5336","20000","7","8","2026-03-26T22:25:48.000+00:00","74","CAB242223D90","60000","60","200000","Aceptar"
"22.97.0.146 (UNSECURED CAESAR1_LITE)","Despensa Familiar Ciudad Delgado","Lexmark MS811","40638D660239D","56","CAB250221150","23282","45000","4","4","2025-10-21T16:05:48.000+00:00","78","CAB250711A53","100000","54","200000","Aceptar"
"22.97.0.147 (UNSECURED CAESAR1)","Despensa Familiar Ciudad Delgado","Lexmark MX511de","70157GHH1HV1V","100","CAB253292D89","95","20000","6","8","2026-05-22T16:46:15.000+00:00","15","CAB191654EB6","60000","18","200000","Aceptar"
"22.97.8.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar San Jacinto","Lexmark MS811","40638D6602MDK","39","CAB201680DC7","108227","45000","","2","2021-08-01T20:14:41.000+00:00","100","CAB2518350B2","100000","45","200000","Aceptar"
"22.97.8.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar San Jacinto","Lexmark MS811","40637D6604WCW","44","CAB242156794","24739","45000","5","10","2025-05-17T22:58:19.000+00:00","9","CAB230383A0F","100000","79","200000","Aceptar"
"22.97.8.147 (UNSECURED CAESAR1)","Despensa Familiar San Jacinto","Lexmark MX511de","70157GHH1RF54","7","CAB241631BDC","12127","20000","6","6","2025-02-07T16:44:24.000+00:00","83","CAB242223EA1","60000","34","200000","Aceptar"
"22.97.16.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar Dario","Lexmark MS811","40638D6602R3M","35","CAB191705E08","82849","45000","1","2","2018-08-05T12:17:00.000+00:00","69","CAB223081DA3","100000","100","200000","Aceptar"
"22.97.16.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Dario","Lexmark MS811","40638D6602RH9","78","CAB251411C6D","12799","45000","3","7","2018-08-08T22:56:15.000+00:00","83","CAB211797226","100000","34","200000","Aceptar"
"22.97.16.147 (UNSECURED CAESAR1)","Despensa Familiar Dario","Lexmark MX511de","70157GHH1HTXF","44","CAB2506463F4","9889","20000","4","11","2025-11-11T17:53:46.000+00:00","53","CAB242146896","60000","89","200000","Aceptar"
"22.97.24.122 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan San Miguel Metrocentro","Lexmark MS811","40638D6602R3L","100","CAB253371679","4264","45000","3","7","2026-08-13T17:56:16.000+00:00","17","CAB223081D85","100000","9","200000","Aceptar"
"22.97.24.123 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan San Miguel Metrocentro","Lexmark MS811","40633699078TW","35","CAB24215675F","19443","45000","6","2","2025-09-06T22:29:21.000+00:00","89","CAB25162021F","100000","28","200000","Aceptar"
"22.97.24.146 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan San Miguel Metrocentro","Lexmark MS811","40636C6604PVL","100","CAB25337135B","2383","45000","4","2","2026-08-13T18:09:07.000+00:00","78","CAB250273CC0","100000","100","200000","Aceptar"
"22.97.24.147 (UNSECURED CAESAR1)","Despensa de Don Juan San Miguel Metrocentro","Lexmark MX711","74635C66001CL","100","CAB25337161F","681","45000","6","5","2026-07-23T22:50:46.000+00:00","100","CAB2516202E2","100000","66","200000","Aceptar"
